order,family,ebird_name,treelabels,binomial,clumin,clumax,bodmin,bodmax,is
Gruiformes,Rallidae,Rallus_limicola,Rallus_limicola,Rallus limicola,4,13,63.8,104,N
Gruiformes,Rallidae,Rallus_aquaticus,Rallus_aquaticus,Rallus aquaticus,6,11,74,190,N
Gruiformes,Rallidae,Crex_crex,Crex_crex,Crex crex,6,14,129,210,N
Gruiformes,Rallidae,Gallirallus_australis,Gallirallus_australis,Gallirallus australis,1,6,350,1605,Y
Gruiformes,Rallidae,Gallirallus_sylvestris,Gallirallus_sylvestris,Hypotaenidia sylvestris,1,4,330,780,Y
Gruiformes,Rallidae,Gallirallus_okinawae,Gallirallus_okinawae,Hypotaenidia okinawae,2,3,433,435,Y
Gruiformes,Rallidae,Gallirallus_philippensis,Gallirallus_philippensis,Hypotaenidia philippensis,2,8,126,265,N
Gruiformes,Rallidae,Gallirallus_owstoni,Gallirallus_owstoni,Hypotaenidia owstoni,3,4,170,303,Y
Gruiformes,Rallidae,Pardirallus_sanguinolentus,Pardirallus_sanguinolentus,Pardirallus sanguinolentus,4,6,170,233,N
Gruiformes,Rallidae,Aramides_ypecaha,Aramides_ypecaha,Aramides ypecaha,4,5,640,765,N
Gruiformes,Rallidae,Aramides_cajaneus,Aramides_cajanea,Aramides cajaneus,3,7,320,480,N
Gruiformes,Rallidae,Porphyriops_melanops,Gallinula_melanops,Porphyriops melanops,4,8,154,225,N
Gruiformes,Rallidae,Porzana_carolina,Porzana_carolina,Porzana carolina,5,16,65,112,N
Gruiformes,Rallidae,Porzana_porzana,Porzana_porzana,Porzana porzana,6,14,57,147,N
Gruiformes,Rallidae,Gallinula_nesiotis,Gallinula_nesiotis,Gallinula nesiotis,2,6,505,530,Y
Gruiformes,Rallidae,Gallinula_chloropus,Gallinula_chloropus,Gallinula chloropus,2,17,249,493,N
Gruiformes,Rallidae,Fulica_rufifrons,Fulica_rufifrons,Fulica rufifrons,2,9,550,735,N
Gruiformes,Rallidae,Fulica_cornuta,Fulica_cornuta,Fulica cornuta,3,5,1600,2100,N
Gruiformes,Rallidae,Fulica_gigantea,Fulica_gigantea,Fulica gigantea,3,7,2000,2500,N
Gruiformes,Rallidae,Fulica_atra,Fulica_atra,Fulica atra,1,14,476,1200,N
Gruiformes,Rallidae,Fulica_cristata,Fulica_cristata,Fulica cristata,3,11,455,910,N
Gruiformes,Rallidae,Fulica_americana,Fulica_americana,Fulica americana,8,12,427,848,N
Gruiformes,Rallidae,Porphyrio_martinica,Porphyrio_martinica,Porphyrio martinicus,3,6,190,269,N
Gruiformes,Rallidae,Porphyrio_flavirostris,Porphyrio_flavirostris,Porphyrio flavirostris,4,5,92,111,N
Gruiformes,Rallidae,Porphyrio_porphyrio,Porphyrio_porphyrio,Porphyrio porphyrio,2,7,480,1310,N
Gruiformes,Rallidae,Porphyrio_hochstetteri,Porphyrio_hochstetteri,Porphyrio hochstetteri,1,3,1850,3250,Y
Gruiformes,Rallidae,Himantornis_haematopus,Himantornis_haematopus,Himantornis haematopus,3,3,390,390,N
Gruiformes,Rallidae,Rallina_eurizonoides,Rallina_eurizonoides,Rallina eurizonoides,4,8,99,180,N
Gruiformes,Rallidae,Zapornia_akool,Amaurornis_akool,Zapornia akool,5,6,110,170,N
Gruiformes,Rallidae,Zapornia_pusilla,Porzana_pusilla,Zapornia pusilla,4,11,17,45,N
Gruiformes,Rallidae,Zapornia_tabuensis,Porzana_tabuensis,Zapornia tabuensis,2,6,21,56,N
Gruiformes,Rallidae,Coturnicops_noveboracensis,Coturnicops_noveboracensis,Coturnicops noveboracensis,5,10,41,68,N
Gruiformes,Rallidae,Laterallus_albigularis,Laterallus_albigularis,Laterallus albigularis,2,5,45,50,N
Gruiformes,Rallidae,Laterallus_jamaicensis,Laterallus_jamaicensis,Laterallus jamaicensis,4,13,20.5,46,N
Gruiformes,Heliornithidae,Podica_senegalensis,Podica_senegalensis,Podica senegalensis,1,4,338,879,N
Gruiformes,Heliornithidae,Heliornis_fulica,Heliornis_fulica,Heliornis fulica,2,4,110,140,N
Gruiformes,Aramidae,Aramus_guarauna,Aramus_guarauna,Aramus guarauna,3,8,1050,1370,N
Gruiformes,Psophiidae,Psophia_crepitans,Psophia_crepitans,Psophia crepitans,2,4,790,1500,N
Gruiformes,Psophiidae,Psophia_leucoptera,Psophia_leucoptera,Psophia leucoptera,2,4,1180,1440,N
Gruiformes,Gruidae,Balearica_regulorum,Balearica_regulorum,Balearica regulorum,1,4,3000,4000,N
Gruiformes,Gruidae,Balearica_pavonina,Balearica_pavonina,Balearica pavonina,2,3,3000,4000,N
Gruiformes,Gruidae,Anthropoides_virgo,Grus_virgo,Anthropoides virgo,2,2,2000,3000,N
Gruiformes,Gruidae,Anthropoides_paradiseus,Grus_paradisea,Anthropoides paradiseus,2,2,4900,5300,N
Gruiformes,Gruidae,Bugeranus_carunculatus,Grus_carunculatus,Bugeranus carunculatus,1,2,7100,8500,N
Gruiformes,Gruidae,Leucogeranus_leucogeranus,Grus_leucogeranus,Leucogeranus leucogeranus,2,2,2900,8620,N
Gruiformes,Gruidae,Antigone_canadensis,Grus_canadensis,Antigone canadensis,1,3,3460,4890,N
Gruiformes,Gruidae,Antigone_antigone,Grus_antigone,Antigone antigone,2,2,5200,12240,N
Gruiformes,Gruidae,Antigone_rubicunda,Grus_rubicunda,Antigone rubicunda,2,2,3638,8729,N
Gruiformes,Gruidae,Antigone_vipio,Grus_vipio,Antigone vipio,2,2,4750,6500,N
Gruiformes,Gruidae,Grus_grus,Grus_grus,Grus grus,2,2,4500,6100,N
Gruiformes,Gruidae,Grus_monacha,Grus_monacha,Grus monacha,2,2,3280,4870,N
Gruiformes,Gruidae,Grus_americana,Grus_americana,Grus americana,1,3,6400,7300,N
Gruiformes,Gruidae,Grus_nigricollis,Grus_nigricollis,Grus nigricollis,2,2,5000,7000,N
Gruiformes,Gruidae,Grus_japonensis,Grus_japonensis,Grus japonensis,2,2,7000,12000,N
Charadriiformes,Chionidae,Chionis_albus,Chionis_albus,Chionis albus,1,4,560,810,N
Charadriiformes,Chionidae,Chionis_minor,Chionis_minor,Chionis minor,1,4,450,760,Y
Charadriiformes,Pluvianellidae,Pluvianellus_socialis,Pluvianellus_socialis,Pluvianellus socialis,1,2,69.5,102,N
Charadriiformes,Burhinidae,Burhinus_vermiculatus,Burhinus_vermiculatus,Burhinus vermiculatus,1,2,293,320,N
Charadriiformes,Burhinidae,Burhinus_oedicnemus,Burhinus_oedicnemus,Burhinus oedicnemus,1,3,290,535,N
Charadriiformes,Burhinidae,Burhinus_senegalensis,Burhinus_senegalensis,Burhinus senegalensis,2,2,306,362,N
Charadriiformes,Burhinidae,Burhinus_capensis,Burhinus_capensis,Burhinus capensis,1,3,375,610,N
Charadriiformes,Burhinidae,Burhinus_bistriatus,Burhinus_bistriatus,Burhinus bistriatus,2,2,700,787,N
Charadriiformes,Burhinidae,Burhinus_superciliaris,Burhinus_superciliaris,Burhinus superciliaris,2,2,480,480,N
Charadriiformes,Burhinidae,Burhinus_grallarius,Burhinus_grallarius,Burhinus grallarius,2,2,530,860,N
Charadriiformes,Pluvianidae,Pluvianus_aegyptius,Pluvianus_aegyptius,Pluvianus aegyptius,2,3,73,92,N
Charadriiformes,Recurvirostridae,Himantopus_novaezelandiae,Himantopus_novaezelandiae,Himantopus novaezelandiae,3,6,195,220,Y
Charadriiformes,Recurvirostridae,Cladorhynchus_leucocephalus,Cladorhynchus_leucocephalus,Cladorhynchus leucocephalus,1,5,190,260,N
Charadriiformes,Recurvirostridae,Recurvirostra_avosetta,Recurvirostra_avosetta,Recurvirostra avosetta,2,7,195,387,N
Charadriiformes,Recurvirostridae,Recurvirostra_andina,Recurvirostra_andina,Recurvirostra andina,3,4,315,410,N
Charadriiformes,Recurvirostridae,Recurvirostra_americana,Recurvirostra_americana,Recurvirostra americana,4,5,215,476,N
Charadriiformes,Ibidorhynchidae,Ibidorhyncha_struthersii,Ibidorhyncha_struthersii,Ibidorhyncha struthersii,2,4,270,320,N
Charadriiformes,Haematopodidae,Haematopus_ostralegus,Haematopus_ostralegus,Haematopus ostralegus,2,5,425,820,N
Charadriiformes,Haematopodidae,Haematopus_finschi,Haematopus_finschi,Haematopus finschi,1,3,518,622,Y
Charadriiformes,Haematopodidae,Haematopus_chathamensis,Haematopus_chathamensis,Haematopus chathamensis,2,3,540,640,Y
Charadriiformes,Haematopodidae,Haematopus_unicolor,Haematopus_unicolor,Haematopus unicolor,2,3,678,779,Y
Charadriiformes,Haematopodidae,Haematopus_palliatus,Haematopus_palliatus,Haematopus palliatus,1,3,400,700,N
Charadriiformes,Haematopodidae,Haematopus_ater,Haematopus_ater,Haematopus ater,1,2,585,850,N
Charadriiformes,Haematopodidae,Haematopus_leucopodus,Haematopus_leucopodus,Haematopus leucopodus,1,2,585,700,N
Charadriiformes,Charadriidae,Pluvialis_squatarola,Pluvialis_squatarola,Pluvialis squatarola,1,5,160,250,N
Charadriiformes,Charadriidae,Pluvialis_apricaria,Pluvialis_apricaria,Pluvialis apricaria,2,5,140,312,N
Charadriiformes,Charadriidae,Pluvialis_dominica,Pluvialis_dominica,Pluvialis dominica,3,8,122,194,N
Charadriiformes,Charadriidae,Pluvialis_fulva,Pluvialis_fulva,Pluvialis fulva,3,5,102,168,N
Charadriiformes,Charadriidae,Vanellus_vanellus,Vanellus_vanellus,Vanellus vanellus,2,5,128,330,N
Charadriiformes,Charadriidae,Vanellus_miles,Vanellus_miles,Vanellus miles,3,7,191,412,N
Charadriiformes,Charadriidae,Vanellus_chilensis,Vanellus_chilensis,Vanellus chilensis,1,4,257,266,N
Charadriiformes,Charadriidae,Vanellus_resplendens,Vanellus_resplendens,Vanellus resplendens,3,4,193,230,N
Charadriiformes,Charadriidae,Charadrius_mongolus,Charadrius_mongolus,Charadrius mongolus,2,3,39,110,N
Charadriiformes,Charadriidae,Charadrius_leschenaultii,Charadrius_leschenaultii,Charadrius leschenaultii,2,4,55,121,N
Charadriiformes,Charadriidae,Charadrius_collaris,Charadrius_collaris,Charadrius collaris,1,3,25.8,42,N
Charadriiformes,Charadriidae,Charadrius_alticola,Charadrius_alticola,Charadrius alticola,2,4,41,49,N
Charadriiformes,Charadriidae,Charadrius_falklandicus,Charadrius_falklandicus,Charadrius falklandicus,2,4,62,72,N
Charadriiformes,Charadriidae,Charadrius_bicinctus,Charadrius_bicinctus,Charadrius bicinctus,2,4,47,89,Y
Charadriiformes,Charadriidae,Charadrius_ruficapillus,Charadrius_ruficapillus,Charadrius ruficapillus,2,3,27,54,N
Charadriiformes,Charadriidae,Charadrius_alexandrinus,Charadrius_alexandrinus,Charadrius alexandrinus,2,4,32,56,N
Charadriiformes,Charadriidae,Charadrius_wilsonia,Charadrius_wilsonia,Charadrius wilsonia,2,4,68.6,68.6,N
Charadriiformes,Charadriidae,Charadrius_hiaticula,Charadrius_hiaticula,Charadrius hiaticula,3,5,42,78,N
Charadriiformes,Charadriidae,Charadrius_semipalmatus,Charadrius_semipalmatus,Charadrius semipalmatus,2,4,43,56,N
Charadriiformes,Charadriidae,Charadrius_melodus,Charadrius_melodus,Charadrius melodus,3,5,43,63.7,N
Charadriiformes,Charadriidae,Charadrius_dubius,Charadrius_dubius,Charadrius dubius,3,5,26,53,N
Charadriiformes,Charadriidae,Charadrius_marginatus,Charadrius_marginatus,Charadrius marginatus,1,4,27,55,N
Charadriiformes,Charadriidae,Charadrius_vociferus,Charadrius_vociferus,Charadrius vociferus,4,8,75.6,121.8,N
Charadriiformes,Charadriidae,Charadrius_montanus,Charadrius_montanus,Charadrius montanus,1,6,67,132.5,N
Charadriiformes,Charadriidae,Charadrius_morinellus,Eudromias_morinellus,Eudromias morinellus,2,4,86,142,N
Charadriiformes,Charadriidae,Charadrius_modestus,Charadrius_modestus,Charadrius modestus,2,3,71,94,N
Charadriiformes,Charadriidae,Erythrogonys_cinctus,Erythrogonys_cinctus,Erythrogonys cinctus,2,5,35,77,N
Charadriiformes,Charadriidae,Thinornis_cucullatus,Thinornis_rubricollis,Thinornis cucullatus,2,3,79,110,N
Charadriiformes,Charadriidae,Thinornis_novaeseelandiae,Thinornis_novaeseelandiae,Thinornis novaeseelandiae,2,3,52,69,Y
Charadriiformes,Charadriidae,Elseyornis_melanops,Elseyornis_melanops,Elseyornis melanops,2,3,27,42,N
Charadriiformes,Charadriidae,Peltohyas_australis,Charadrius_australis,Peltohyas australis,2,3,64,107,N
Charadriiformes,Charadriidae,Anarhynchus_frontalis,Anarhynchus_frontalis,Anarhynchus frontalis,2,2,43,68,Y
Charadriiformes,Charadriidae,Pedionomus_torquatus,Pedionomus_torquatus,Pedionomus torquatus,2,5,39,95,N
Charadriiformes,Charadriidae,Attagis_gayi,Attagis_gayi,Attagis gayi,4,4,283,403,N
Charadriiformes,Charadriidae,Attagis_malouinus,Attagis_malouinus,Attagis malouinus,4,4,312,398,N
Charadriiformes,Charadriidae,Thinocorus_orbignyianus,Thinocorus_orbignyianus,Thinocorus orbignyianus,4,4,96,140,N
Charadriiformes,Charadriidae,Thinocorus_rumicivorus,Thinocorus_rumicivorus,Thinocorus rumicivorus,2,4,51.7,58.6,N
Charadriiformes,Rostratulidae,Rostratula_benghalensis,Rostratula_benghalensis,Rostratula benghalensis,2,5,90,200,N
Charadriiformes,Rostratulidae,Rostratula_australis,Rostratula_australis,Rostratula australis,3,6,106,145,N
Charadriiformes,Rostratulidae,Nycticryphes_semicollaris,Rostratula_semicollaris,Nycticryphes semicollaris,2,3,65,86,N
Charadriiformes,Jacanidae,Microparra_capensis,Microparra_capensis,Microparra capensis,2,4,41,41,N
Charadriiformes,Jacanidae,Actophilornis_africanus,Actophilornis_africanus,Actophilornis africanus,2,5,115,290,N
Charadriiformes,Jacanidae,Irediparra_gallinacea,Irediparra_gallinacea,Irediparra gallinacea,3,4,75,168,N
Charadriiformes,Jacanidae,Hydrophasianus_chirurgus,Hydrophasianus_chirurgus,Hydrophasianus chirurgus,4,4,120,231,N
Charadriiformes,Jacanidae,Metopidius_indicus,Metopidius_indicus,Metopidius indicus,3,4,147,354,N
Charadriiformes,Jacanidae,Jacana_spinosa,Jacana_spinosa,Jacana spinosa,2,5,82,161,N
Charadriiformes,Jacanidae,Jacana_jacana,Jacana_jacana,Jacana jacana,4,4,81,151,N
Charadriiformes,Scolopacidae,Bartramia_longicauda,Bartramia_longicauda,Bartramia longicauda,2,7,112,246,N
Charadriiformes,Scolopacidae,Numenius_phaeopus,Numenius_phaeopus,Numenius phaeopus,2,4,312,493,N
Charadriiformes,Scolopacidae,Numenius_minutus,Numenius_minutus,Numenius minutus,3,4,118,221,N
Charadriiformes,Scolopacidae,Numenius_americanus,Numenius_americanus,Numenius americanus,2,5,445,951,N
Charadriiformes,Scolopacidae,Numenius_madagascariensis,Numenius_madagascariensis,Numenius madagascariensis,2,4,390,1350,N
Charadriiformes,Scolopacidae,Numenius_arquata,Numenius_arquata,Numenius arquata,2,5,410,1360,N
Charadriiformes,Scolopacidae,Limosa_lapponica,Limosa_lapponica,Limosa lapponica,2,5,198,721,N
Charadriiformes,Scolopacidae,Limosa_limosa,Limosa_limosa,Limosa limosa,3,5,160,500,N
Charadriiformes,Scolopacidae,Limosa_haemastica,Limosa_haemastica,Limosa haemastica,2,4,215,267,N
Charadriiformes,Scolopacidae,Limosa_fedoa,Limosa_fedoa,Limosa fedoa,3,5,278,454,N
Charadriiformes,Scolopacidae,Arenaria_interpres,Arenaria_interpres,Arenaria interpres,2,5,101.8,122.7,N
Charadriiformes,Scolopacidae,Arenaria_melanocephala,Arenaria_melanocephala,Arenaria melanocephala,2,4,97,169,N
Charadriiformes,Scolopacidae,Calidris_tenuirostris,Calidris_tenuirostris,Calidris tenuirostris,3,4,115,248,N
Charadriiformes,Scolopacidae,Calidris_canutus,Calidris_canutus,Calidris canutus,3,4,90,289,N
Charadriiformes,Scolopacidae,Calidris_virgata,Aphriza_virgata,Calidris virgata,2,4,159.2,251,N
Charadriiformes,Scolopacidae,Calidris_pugnax,Philomachus_pugnax,Calidris pugnax,3,4,70,254,N
Charadriiformes,Scolopacidae,Calidris_falcinellus,Limicola_falcinellus,Calidris falcinellus,3,4,28,68,N
Charadriiformes,Scolopacidae,Calidris_himantopus,Calidris_himantopus,Calidris himantopus,2,5,48,68,N
Charadriiformes,Scolopacidae,Calidris_ferruginea,Calidris_ferruginea,Calidris ferruginea,3,4,44,117,N
Charadriiformes,Scolopacidae,Calidris_temminckii,Calidris_temminckii,Calidris temminckii,2,4,15,36,N
Charadriiformes,Scolopacidae,Calidris_subminuta,Calidris_subminuta,Calidris subminuta,3,4,20,37,N
Charadriiformes,Scolopacidae,Calidris_pygmaea,Eurynorhynchus_pygmeus,Calidris pygmaea,3,4,29.5,34,N
Charadriiformes,Scolopacidae,Calidris_ruficollis,Calidris_ruficollis,Calidris ruficollis,3,4,18,51,N
Charadriiformes,Scolopacidae,Calidris_alba,Calidris_alba,Calidris alba,3,4,47.3,66.4,N
Charadriiformes,Scolopacidae,Calidris_alpina,Calidris_alpina,Calidris alpina,3,4,46,79.4,N
Charadriiformes,Scolopacidae,Calidris_ptilocnemis,Calidris_ptilocnemis,Calidris ptilocnemis,2,4,57.4,130,N
Charadriiformes,Scolopacidae,Calidris_maritima,Calidris_maritima,Calidris maritima,3,4,52,105,N
Charadriiformes,Scolopacidae,Calidris_bairdii,Calidris_bairdii,Calidris bairdii,4,4,31.7,63.1,N
Charadriiformes,Scolopacidae,Calidris_minuta,Calidris_minuta,Calidris minuta,3,4,17,44,N
Charadriiformes,Scolopacidae,Calidris_minutilla,Calidris_minutilla,Calidris minutilla,4,4,17,33,N
Charadriiformes,Scolopacidae,Calidris_fuscicollis,Calidris_fuscicollis,Calidris fuscicollis,3,4,31.7,51,N
Charadriiformes,Scolopacidae,Calidris_subruficollis,Tryngites_subruficollis,Calidris subruficollis,2,5,46,117,N
Charadriiformes,Scolopacidae,Calidris_melanotos,Calidris_melanotos,Calidris melanotos,3,4,31,126,N
Charadriiformes,Scolopacidae,Calidris_pusilla,Calidris_pusilla,Calidris pusilla,3,4,17.3,51.5,N
Charadriiformes,Scolopacidae,Calidris_mauri,Calidris_mauri,Calidris mauri,1,4,23,27.5,N
Charadriiformes,Scolopacidae,Limnodromus_griseus,Limnodromus_griseus,Limnodromus griseus,3,5,73.6,153.6,N
Charadriiformes,Scolopacidae,Limnodromus_scolopaceus,Limnodromus_scolopaceus,Limnodromus scolopaceus,3,4,88,144,N
Charadriiformes,Scolopacidae,Lymnocryptes_minimus,Lymnocryptes_minimus,Lymnocryptes minimus,3,4,28,106,N
Charadriiformes,Scolopacidae,Scolopax_rusticola,Scolopax_rusticola,Scolopax rusticola,2,5,131,420,N
Charadriiformes,Scolopacidae,Scolopax_minor,Scolopax_minor,Scolopax minor,1,4,148.5,210.5,N
Charadriiformes,Scolopacidae,Coenocorypha_pusilla,Coenocorypha_pusilla,Coenocorypha pusilla,2,4,61,110,Y
Charadriiformes,Scolopacidae,Coenocorypha_aucklandica,Coenocorypha_aucklandica,Coenocorypha aucklandica,2,3,82,129,Y
Charadriiformes,Scolopacidae,Gallinago_media,Gallinago_media,Gallinago media,3,5,140,260,N
Charadriiformes,Scolopacidae,Gallinago_gallinago,Gallinago_gallinago,Gallinago gallinago,2,5,72,181,N
Charadriiformes,Scolopacidae,Gallinago_paraguaiae,Gallinago_paraguaiae,Gallinago paraguaiae,2,3,106,182.9,N
Charadriiformes,Scolopacidae,Gallinago_stenura,Gallinago_stenura,Gallinago stenura,3,4,84,182,N
Charadriiformes,Scolopacidae,Gallinago_megala,Gallinago_megala,Gallinago megala,2,5,82,164,N
Charadriiformes,Scolopacidae,Gallinago_nigripennis,Gallinago_nigripennis,Gallinago nigripennis,2,4,93,164,N
Charadriiformes,Scolopacidae,Xenus_cinereus,Xenus_cinereus,Xenus cinereus,2,5,50,126,N
Charadriiformes,Scolopacidae,Phalaropus_lobatus,Phalaropus_lobatus,Phalaropus lobatus,5,12,31.7,39.6,N
Charadriiformes,Scolopacidae,Phalaropus_fulicarius,Phalaropus_fulicarius,Phalaropus fulicarius,2,6,43,77,N
Charadriiformes,Scolopacidae,Actitis_hypoleucos,Actitis_hypoleucos,Actitis hypoleucos,3,5,33,93,N
Charadriiformes,Scolopacidae,Actitis_macularius,Actitis_macularius,Actitis macularius,2,5,34,50,N
Charadriiformes,Scolopacidae,Tringa_ochropus,Tringa_ochropus,Tringa ochropus,2,4,53,119,N
Charadriiformes,Scolopacidae,Tringa_solitaria,Tringa_solitaria,Tringa solitaria,3,5,48.4,48.4,N
Charadriiformes,Scolopacidae,Tringa_brevipes,Heteroscelus_brevipes,Tringa brevipes,4,4,80,162,N
Charadriiformes,Scolopacidae,Tringa_incana,Heteroscelus_incanus,Tringa incana,3,4,67,169,N
Charadriiformes,Scolopacidae,Tringa_erythropus,Tringa_erythropus,Tringa erythropus,3,5,97,230,N
Charadriiformes,Scolopacidae,Tringa_melanoleuca,Tringa_melanoleuca,Tringa melanoleuca,3,5,164,176,N
Charadriiformes,Scolopacidae,Tringa_nebularia,Tringa_nebularia,Tringa nebularia,3,5,125,300,N
Charadriiformes,Scolopacidae,Tringa_semipalmata,Catoptrophorus_semipalmatus,Tringa semipalmata,2,5,199,327,N
Charadriiformes,Scolopacidae,Tringa_flavipes,Tringa_flavipes,Tringa flavipes,3,6,67,94,N
Charadriiformes,Scolopacidae,Tringa_stagnatilis,Tringa_stagnatilis,Tringa stagnatilis,3,5,43,120,N
Charadriiformes,Scolopacidae,Tringa_glareola,Tringa_glareola,Tringa glareola,3,4,34,98,N
Charadriiformes,Scolopacidae,Tringa_totanus,Tringa_totanus,Tringa totanus,3,5,85,155,N
Charadriiformes,Turnicidae,Turnix_sylvaticus,Turnix_sylvaticus,Turnix sylvaticus,2,5,32,74,N
Charadriiformes,Turnicidae,Turnix_tanki,Turnix_tanki,Turnix tanki,4,4,35,113,N
Charadriiformes,Turnicidae,Turnix_suscitator,Turnix_suscitator,Turnix suscitator,2,6,35,68,N
Charadriiformes,Turnicidae,Turnix_varius,Turnix_varius,Turnix varius,3,5,53,134,N
Charadriiformes,Turnicidae,Turnix_pyrrhothorax,Turnix_pyrrhothorax,Turnix pyrrhothorax,2,5,27,83,N
Charadriiformes,Dromadidae,Dromas_ardeola,Dromas_ardeola,Dromas ardeola,1,2,230,325,N
Charadriiformes,Glareolidae,Cursorius_temminckii,Cursorius_temminckii,Cursorius temminckii,1,3,54,82,N
Charadriiformes,Glareolidae,Smutsornis_africanus,Rhinoptilus_africanus,Smutsornis africanus,1,1,69,104,N
Charadriiformes,Glareolidae,Rhinoptilus_chalcopterus,Rhinoptilus_chalcopterus,Rhinoptilus chalcopterus,2,3,91,220,N
Charadriiformes,Glareolidae,Stiltia_isabella,Stiltia_isabella,Stiltia isabella,1,3,54,75,N
Charadriiformes,Glareolidae,Glareola_pratincola,Glareola_pratincola,Glareola pratincola,2,4,60,98,N
Charadriiformes,Glareolidae,Glareola_maldivarum,Glareola_maldivarum,Glareola maldivarum,2,3,59,95,N
Charadriiformes,Glareolidae,Glareola_nordmanni,Glareola_nordmanni,Glareola nordmanni,3,5,84,105,N
Charadriiformes,Glareolidae,Glareola_nuchalis,Glareola_nuchalis,Glareola nuchalis,1,3,43,82.5,N
Charadriiformes,Stercorariidae,Stercorarius_skua,Catharacta_skua,Catharacta skua,1,2,1100,1700,N
Charadriiformes,Stercorariidae,Stercorarius_chilensis,Catharacta_chilensis,Catharacta chilensis,1,2,1100,1700,N
Charadriiformes,Stercorariidae,Stercorarius_maccormicki,Catharacta_maccormicki,Catharacta maccormicki,1,2,900,1600,N
Charadriiformes,Stercorariidae,Stercorarius_antarcticus,Catharacta_antarctica,Catharacta antarctica,1,2,1200,2100,N
Charadriiformes,Stercorariidae,Stercorarius_pomarinus,Stercorarius_pomarinus,Stercorarius pomarinus,1,2,430,1100,N
Charadriiformes,Stercorariidae,Stercorarius_parasiticus,Stercorarius_parasiticus,Stercorarius parasiticus,1,2,301,646,N
Charadriiformes,Stercorariidae,Stercorarius_longicaudus,Stercorarius_longicaudus,Stercorarius longicaudus,1,2,218,444,N
Charadriiformes,Alcidae,Alle_alle,Alle_alle,Alle alle,1,2,134,204,N
Charadriiformes,Alcidae,Uria_aalge,Uria_aalge,Uria aalge,1,1,800,1125,N
Charadriiformes,Alcidae,Uria_lomvia,Uria_lomvia,Uria lomvia,1,1,750,1481,N
Charadriiformes,Alcidae,Alca_torda,Alca_torda,Alca torda,1,1,505,730,N
Charadriiformes,Alcidae,Cepphus_grylle,Cepphus_grylle,Cepphus grylle,1,2,376.1,380.1,N
Charadriiformes,Alcidae,Cepphus_columba,Cepphus_columba,Cepphus columba,1,2,462,530,N
Charadriiformes,Alcidae,Cepphus_carbo,Cepphus_carbo,Cepphus carbo,1,2,490,490,N
Charadriiformes,Alcidae,Brachyramphus_perdix,Brachyramphus_perdix,Brachyramphus perdix,1,1,258,357,N
Charadriiformes,Alcidae,Brachyramphus_marmoratus,Brachyramphus_marmoratus,Brachyramphus marmoratus,1,1,188.1,269.1,N
Charadriiformes,Alcidae,Brachyramphus_brevirostris,Brachyramphus_brevirostris,Brachyramphus brevirostris,1,1,212.8,252.1,N
Charadriiformes,Alcidae,Synthliboramphus_hypoleucus,Synthliboramphus_hypoleucus,Synthliboramphus hypoleucus,2,2,130,185,N
Charadriiformes,Alcidae,Synthliboramphus_craveri,Synthliboramphus_craveri,Synthliboramphus craveri,2,2,128,149,N
Charadriiformes,Alcidae,Synthliboramphus_antiquus,Synthliboramphus_antiquus,Synthliboramphus antiquus,1,2,177,249,N
Charadriiformes,Alcidae,Synthliboramphus_wumizusume,Synthliboramphus_wumizusume,Synthliboramphus wumizusume,2,2,139,213,Y
Charadriiformes,Alcidae,Ptychoramphus_aleuticus,Ptychoramphus_aleuticus,Ptychoramphus aleuticus,1,1,150,200,N
Charadriiformes,Alcidae,Aethia_psittacula,Aethia_psittacula,Aethia psittacula,1,1,238,304,N
Charadriiformes,Alcidae,Aethia_pusilla,Aethia_pusilla,Aethia pusilla,1,1,77,101,Y
Charadriiformes,Alcidae,Aethia_pygmaea,Aethia_pygmaea,Aethia pygmaea,1,1,105,150,Y
Charadriiformes,Alcidae,Aethia_cristatella,Aethia_cristatella,Aethia cristatella,1,1,211,322,Y
Charadriiformes,Alcidae,Cerorhinca_monocerata,Cerorhinca_monocerata,Cerorhinca monocerata,1,1,389,616,N
Charadriiformes,Alcidae,Fratercula_arctica,Fratercula_arctica,Fratercula arctica,1,1,324,555,N
Charadriiformes,Alcidae,Fratercula_corniculata,Fratercula_corniculata,Fratercula corniculata,1,1,483,648,N
Charadriiformes,Alcidae,Fratercula_cirrhata,Fratercula_cirrhata,Fratercula cirrhata,1,1,743.7,805.5,N
Charadriiformes,Laridae,Creagrus_furcatus,Creagrus_furcatus,Creagrus furcatus,1,1,610,780,Y
Charadriiformes,Laridae,Rissa_tridactyla,Rissa_tridactyla,Rissa tridactyla,1,3,305,585,N
Charadriiformes,Laridae,Rissa_brevirostris,Rissa_brevirostris,Rissa brevirostris,1,2,296,489,Y
Charadriiformes,Laridae,Pagophila_eburnea,Pagophila_eburnea,Pagophila eburnea,1,3,448,687,Y
Charadriiformes,Laridae,Xema_sabini,Xema_sabini,Xema sabini,1,4,155,214,N
Charadriiformes,Laridae,Saundersilarus_saundersi,Larus_saundersi,Saundersilarus saundersi,1,6,170,220,N
Charadriiformes,Laridae,Chroicocephalus_genei,Larus_genei,Larus genei,2,3,220,350,N
Charadriiformes,Laridae,Chroicocephalus_philadelphia,Larus_philadelphia,Larus philadelphia,1,4,189,222,N
