binomial,latitude,area,order,family,ebird_name,treelabels,clumin,clumax,bodmin,bodmax,is,migratory,mode,land,clu_geom,mass_geom
Abroscopus schisticeps,26.7005134626804,909217045092.938,Passeriformes,Scotocercidae,Abroscopus_schisticeps,Abroscopus_schisticeps,4,5,6,6,N,NA,altricial,land,4.472135954999579,6
Abroscopus superciliaris,10.660075601571704,2465845625443.22,Passeriformes,Scotocercidae,Abroscopus_superciliaris,Abroscopus_superciliaris,2,5,6,7,N,NA,altricial,land,3.162277660168379,6.4807406984078595
Acanthagenys rufogularis,-27.094410895299266,5969407751982.24,Passeriformes,Meliphagidae,Acanthagenys_rufogularis,Acanthagenys_rufogularis,2,3,34,77,N,NA,altricial,land,2.449489742783178,51.166395221864136
Acanthidops bairdi,9.564584036557225,4743278567.92749,Passeriformes,Thraupidae,Acanthidops_bairdi,Acanthidops_bairdii,4,4,16,16,N,NA,altricial,land,4,15.999999999999998
Acanthis flammea,64.47657822167247,19617920482155.6,Passeriformes,Fringillidae,Acanthis_flammea,Carduelis_flammea,2,7,13.6,20,N,migratory,altricial,land,3.741657386773941,16.49242250247064
Acanthisitta chloris,-42.229774765653616,149713415138.188,Passeriformes,Acanthisittidae,Acanthisitta_chloris,Acanthisitta_chloris,2,5,6,7,Y,NA,altricial,land,3.162277660168379,6.4807406984078595
Acanthiza apicalis,-27.622851835546673,4119611730922.05,Passeriformes,Acanthizidae,Acanthiza_apicalis,Acanthiza_apicalis,2,3,7,7,N,NA,altricial,land,2.449489742783178,6.999999999999999
Acanthiza chrysorrhoa,-28.96038027918104,4581972243763.02,Passeriformes,Acanthizidae,Acanthiza_chrysorrhoa,Acanthiza_chrysorrhoa,2,5,9,9,N,NA,altricial,land,3.162277660168379,9.000000000000002
Acanthiza ewingii,-41.940287969157225,66107799493.2303,Passeriformes,Acanthizidae,Acanthiza_ewingii,Acanthiza_ewingii,3,4,7,7,Y,NA,altricial,land,3.464101615137755,6.999999999999999
Acanthiza inornata,-32.660741768453406,136579522006.456,Passeriformes,Acanthizidae,Acanthiza_inornata,Acanthiza_inornata,3,3,7,7,N,NA,altricial,land,3.0000000000000004,6.999999999999999
Acanthiza iredalei,-31.208548855495547,983499016335.957,Passeriformes,Acanthizidae,Acanthiza_iredalei,Acanthiza_iredalei,2,4,6,6,N,NA,altricial,land,2.82842712474619,6
Acanthiza katherina,-17.759165039674997,58196090311.448,Passeriformes,Acanthizidae,Acanthiza_katherina,Acanthiza_katherina,2,3,7,7,N,NA,altricial,land,2.449489742783178,6.999999999999999
Acanthiza lineata,-32.15284640588755,1039751666636.42,Passeriformes,Acanthizidae,Acanthiza_lineata,Acanthiza_lineata,2,4,7,7,N,NA,altricial,land,2.82842712474619,6.999999999999999
Acanthiza nana,-29.943546854064618,2016966538902.54,Passeriformes,Acanthizidae,Acanthiza_nana,Acanthiza_nana,3,4,6,7,N,NA,altricial,land,3.464101615137755,6.4807406984078595
Acanthiza pusilla,-32.23994389236719,1123668414401.38,Passeriformes,Acanthizidae,Acanthiza_pusilla,Acanthiza_pusilla,2,4,7,7,N,NA,altricial,land,2.82842712474619,6.999999999999999
Acanthiza reguloides,-29.584812249267006,1839467253232.43,Passeriformes,Acanthizidae,Acanthiza_reguloides,Acanthiza_reguloides,2,5,8,8,N,NA,altricial,land,3.162277660168379,7.999999999999998
Acanthiza robustirostris,-25.8493880687552,2061719659228.84,Passeriformes,Acanthizidae,Acanthiza_robustirostris,Acanthiza_robustirostris,2,3,6,6,N,NA,altricial,land,2.449489742783178,6
Acanthiza uropygialis,-28.241298445417115,4785677501994.41,Passeriformes,Acanthizidae,Acanthiza_uropygialis,Acanthiza_uropygialis,2,4,6,6,N,NA,altricial,land,2.82842712474619,6
Acanthorhynchus superciliosus,-32.87147462929955,180864187295.883,Passeriformes,Meliphagidae,Acanthorhynchus_superciliosus,Acanthorhynchus_superciliosus,1,2,8,11.5,N,NA,altricial,land,1.414213562373095,9.59166304662544
Acanthorhynchus tenuirostris,-33.056259670800145,755970127963.909,Passeriformes,Meliphagidae,Acanthorhynchus_tenuirostris,Acanthorhynchus_tenuirostris,1,4,4,24,N,NA,altricial,land,2,9.797958971132712
Acanthornis magna,-41.91252332735176,44082124912.8658,Passeriformes,Acanthizidae,Acanthornis_magna,Acanthornis_magna,3,4,10,10,Y,NA,altricial,land,3.464101615137755,10.000000000000002
Accipiter bicolor,-10.06302170015054,14279943807509.8,Accipitriformes,Accipitridae,Accipiter_bicolor,Accipiter_bicolor,1,3,190,584,N,NA,altricial,land,1.7320508075688774,333.10658954754996
Accipiter cirrocephalus,-23.55877510136582,5450728596682.58,Accipitriformes,Accipitridae,Accipiter_cirrocephalus,Accipiter_cirrocephalus,2,6,100,300,N,NA,altricial,land,3.464101615137755,173.20508075688775
Accipiter cooperii,40.6294788135274,8377910549680.2,Accipitriformes,Accipitridae,Accipiter_cooperii,Accipiter_cooperii,1,8,280,580,N,migratory,altricial,land,2.82842712474619,402.98883359219764
Accipiter gentilis,55.28450507275536,31656242019914,Accipitriformes,Accipitridae,Accipiter_gentilis,Accipiter_gentilis,1,5,631,1364,N,NA,altricial,land,2.23606797749979,927.730564334279
Accipiter gularis,49.10152640998508,4771078289400.43,Accipitriformes,Accipitridae,Accipiter_gularis,Accipiter_gularis,2,5,85,193,N,migratory,altricial,land,3.162277660168379,128.08200498118384
Accipiter nisus,54.7530694733128,23529334170715.5,Accipitriformes,Accipitridae,Accipiter_nisus,Accipiter_nisus,1,7,105,350,N,migratory,altricial,land,2.6457513110645903,191.70289512680807
Accipiter novaehollandiae,-26.74297085562272,1793494584230.72,Accipitriformes,Accipitridae,Accipiter_novaehollandiae,Accipiter_novaehollandiae,1,5,238,990,N,NA,altricial,land,2.23606797749979,485.4070456843414
Accipiter rufiventris,-7.014493915821023,756057211016.439,Accipitriformes,Accipitridae,Accipiter_rufiventris,Accipiter_rufiventris,2,4,180,210,N,NA,altricial,land,2.82842712474619,194.4222209522357
Accipiter soloensis,31.991767748490236,2362083525743.46,Accipitriformes,Accipitridae,Accipiter_soloensis,Accipiter_soloensis,2,5,106,204,N,migratory,altricial,land,3.162277660168379,147.05101155721434
Accipiter striatus,33.54685626605427,16313187771788.5,Accipitriformes,Accipitridae,Accipiter_striatus,Accipiter_striatus,3,8,82,208,N,migratory,altricial,land,4.898979485566356,130.59862173851602
Accipiter superciliosus,-6.240878856621457,8533955379696.74,Accipitriformes,Accipitridae,Accipiter_superciliosus,Accipiter_superciliosus,1,3,61.5,134,N,NA,altricial,land,1.7320508075688774,90.77995373429097
Accipiter tachiro,-12.839848791012848,5167805044855.48,Accipitriformes,Accipitridae,Accipiter_tachiro,Accipiter_tachiro,1,3,145,510,N,NA,altricial,land,1.7320508075688774,271.9374928177429
Accipiter trivirgatus,13.92784562637912,3336709596741.34,Accipitriformes,Accipitridae,Accipiter_trivirgatus,Accipiter_trivirgatus,1,3,352,563,N,NA,altricial,land,1.7320508075688774,445.1696305904074
Accipiter virgatus,22.138515860557757,4371244581881.53,Accipitriformes,Accipitridae,Accipiter_virgatus,Accipiter_virgatus,2,5,83,215,N,NA,altricial,land,3.162277660168379,133.58517881861002
Aceros nipalensis,24.36317334879336,484788185788.439,Bucerotiformes,Bucerotidae,Aceros_nipalensis,Aceros_nipalensis,1,2,2270,2500,N,NA,altricial,land,1.414213562373095,2382.2258499143186
Achaetops pycnopygius,-18.599861125951715,423303935363.938,Passeriformes,Macrosphenidae,Achaetops_pycnopygius,Achaetops_pycnopygius,2,3,24,34,N,NA,altricial,land,2.449489742783178,28.565713714171412
Acridotheres cristatellus,26.682099193447684,3059895201064.74,Passeriformes,Sturnidae,Acridotheres_cristatellus,Acridotheres_cristatellus,1,6,108,140,N,NA,altricial,land,2.449489742783178,122.96340919151517
Acridotheres fuscus,21.777127123364856,2394638104875.31,Passeriformes,Sturnidae,Acridotheres_fuscus,Acridotheres_fuscus,3,6,72,98,N,NA,altricial,land,4.242640687119285,83.99999999999999
Acridotheres ginginianus,25.797671330912557,1635514369335.95,Passeriformes,Sturnidae,Acridotheres_ginginianus,Acridotheres_ginginianus,3,6,64,76,N,NA,altricial,land,4.242640687119285,69.74238309665073
Acridotheres grandis,17.806097099184836,1695955225337.47,Passeriformes,Sturnidae,Acridotheres_grandis,Acridotheres_grandis,4,6,95,103,N,NA,altricial,land,4.898979485566356,98.91915891272028
Acridotheres tristis,27.00467067825934,8533333510450.17,Passeriformes,Sturnidae,Acridotheres_tristis,Acridotheres_tristis,4,6,98,140,N,NA,altricial,land,4.898979485566356,117.13240371477058
Acrocephalus aequinoctialis,1.879648645759899,160706557.777024,Passeriformes,Acrocephalidae,Acrocephalus_aequinoctialis,Acrocephalus_aequinoctialis,2,4,19,19,Y,NA,altricial,land,2.82842712474619,18.999999999999996
Acrocephalus agricola,46.506689236263334,6546851127491.99,Passeriformes,Acrocephalidae,Acrocephalus_agricola,Acrocephalus_agricola,3,6,7,14,N,migratory,altricial,land,4.242640687119285,9.899494936611664
Acrocephalus arundinaceus,49.500333942892254,9312377497273.92,Passeriformes,Acrocephalidae,Acrocephalus_arundinaceus,Acrocephalus_arundinaceus,3,6,22,31,N,migratory,altricial,land,4.242640687119285,26.115129714401192
Acrocephalus bistrigiceps,43.828030147765915,4160815089510.14,Passeriformes,Acrocephalidae,Acrocephalus_bistrigiceps,Acrocephalus_bistrigiceps,4,6,7,11,N,migratory,altricial,land,4.898979485566356,8.774964387392123
Acrocephalus brevipennis,15.155253467544362,1178393934.7301,Passeriformes,Acrocephalidae,Acrocephalus_brevipennis,Acrocephalus_brevipennis,2,3,15,17,Y,NA,altricial,land,2.449489742783178,15.96871942267131
Acrocephalus concinens,33.60203830784684,2143208320832,Passeriformes,Acrocephalidae,Acrocephalus_concinens,Acrocephalus_concinens,3,4,7.7,8.9,N,migratory,altricial,land,3.464101615137755,8.2782848465125891
Acrocephalus dumetorum,55.03662844245946,5745316380212.13,Passeriformes,Acrocephalidae,Acrocephalus_dumetorum,Acrocephalus_dumetorum,3,6,8,20,N,migratory,altricial,land,4.242640687119285,12.649110640673515
Acrocephalus gracilirostris,-14.434239028267912,4804531151797.62,Passeriformes,Acrocephalidae,Acrocephalus_gracilirostris,Acrocephalus_gracilirostris,2,4,14.2,16.1,N,NA,altricial,land,2.82842712474619,15.120185184051152
Acrocephalus melanopogon,42.29332879390093,2274149793297.15,Passeriformes,Acrocephalidae,Acrocephalus_melanopogon,Acrocephalus_melanopogon,3,6,8.5,13,N,migratory,altricial,land,4.242640687119285,10.511898020814321
Acrocephalus newtoni,-19.394319454067347,587605141607.318,Passeriformes,Acrocephalidae,Acrocephalus_newtoni,Acrocephalus_newtoni,2,3,14.5,20.5,Y,NA,altricial,land,2.449489742783178,17.240939649566663
Acrocephalus orinus,37.12931464240336,15471906318.4206,Passeriformes,Acrocephalidae,Acrocephalus_orinus,Acrocephalus_orinus,2,5,10.9,10.9,N,migratory,altricial,land,3.162277660168379,10.9
Acrocephalus paludicola,52.08657770627838,182506694617.206,Passeriformes,Acrocephalidae,Acrocephalus_paludicola,Acrocephalus_paludicola,3,6,9.8,15.5,N,migratory,altricial,land,4.242640687119285,12.324771803161306
Acrocephalus palustris,52.007738452725214,5972427309044.28,Passeriformes,Acrocephalidae,Acrocephalus_palustris,Acrocephalus_palustris,3,6,10,13,N,migratory,altricial,land,4.242640687119285,11.401754250991383
Acrocephalus rufescens,1.2516725581759396,1397071111015.78,Passeriformes,Acrocephalidae,Acrocephalus_rufescens,Acrocephalus_rufescens,2,3,21.6,23.9,N,NA,altricial,land,2.449489742783178,22.720915474513788
Acrocephalus schoenobaenus,56.12744063755713,11915516919302.9,Passeriformes,Acrocephalidae,Acrocephalus_schoenobaenus,Acrocephalus_schoenobaenus,4,7,8.1,17.9,N,migratory,altricial,land,5.2915026221291805,12.041179344233687
Acrocephalus scirpaceus,25.782475796954277,15066065974948.7,Passeriformes,Acrocephalidae,Acrocephalus_scirpaceus,Acrocephalus_scirpaceus,3,5,8,19.7,N,migratory,altricial,land,3.872983346207417,12.553883861180173
Acrocephalus stentoreus,32.3755250547133,4171926718324.02,Passeriformes,Acrocephalidae,Acrocephalus_stentoreus,Acrocephalus_stentoreus,3,6,23,34,N,migratory,altricial,land,4.242640687119285,27.964262908219126
Acrocephalus taiti,-24.369322813909605,29732792.3045631,Passeriformes,Acrocephalidae,Acrocephalus_taiti,Acrocephalus_taiti,2,3,21,30.5,Y,NA,altricial,land,2.449489742783178,25.308101469687532
Acryllium vulturinum,3.5306482823977614,1225597089733.67,Galliformes,Numididae,Acryllium_vulturinum,Acryllium_vulturinum,13,15,1026,1645,N,NA,precocial,land,13.96424004376894,1299.1420245685226
Actenoides concretus,1.2561725914619593,1007862945709.01,Coraciiformes,Alcedinidae,Actenoides_concretus,Actenoides_concretus,2,2,60,90,N,NA,altricial,land,2,73.48469228349536
Actinodura egertoni,26.144623452443103,262348958136.334,Passeriformes,Leiothrichidae,Actinodura_egertoni,Actinodura_egertoni,2,4,31,42,N,NA,altricial,land,2.82842712474619,36.08323710533744
Actinodura ramsayi,19.227474250057018,58116070153.192,Passeriformes,Leiothrichidae,Actinodura_ramsayi,Actinodura_ramsayi,2,2,35.5,41.3,N,NA,altricial,land,2,38.29033820691584
Actitis hypoleucos,55.58497304647821,25751488665781.7,Charadriiformes,Scolopacidae,Actitis_hypoleucos,Actitis_hypoleucos,3,5,33,93,N,migratory,precocial,land,3.872983346207417,55.39855593785816
Actitis macularius,52.21848813448157,13558551064614.7,Charadriiformes,Scolopacidae,Actitis_macularius,Actitis_macularius,2,5,34,50,N,migratory,precocial,land,3.162277660168379,41.2310562561766
Actophilornis africanus,-3.704998593317199,16969859802947,Charadriiformes,Jacanidae,Actophilornis_africanus,Actophilornis_africanus,2,5,115,290,N,NA,precocial,land,3.162277660168379,182.6198236774968
Adelomyia melanogenys,-4.788323330806748,620198950733.396,Caprimulgiformes,Trochilidae,Adelomyia_melanogenys,Adelomyia_melanogenys,2,2,4.2,4.9,N,NA,altricial,land,2,4.536518488885503
Aechmophorus occidentalis,44.283826687466195,4863253274332.21,Podicipediformes,Podicipedidae,Aechmophorus_occidentalis,Aechmophorus_occidentalis,1,6,808,1826,N,migratory,precocial,land,2.449489742783178,1214.6637394768975
Aegithalos caudatus,52.54284610323165,18176247892265.3,Passeriformes,Aegithalidae,Aegithalos_caudatus,Aegithalos_caudatus,6,15,6.2,10.4,N,NA,altricial,land,9.486832980505138,8.029943959953894
Aegithalos concinnus,27.2380613970384,2792949055113.39,Passeriformes,Aegithalidae,Aegithalos_concinnus,Aegithalos_concinnus,3,8,4.8,8,N,NA,altricial,land,4.898979485566356,6.196773353931866
Aegithalos leucogenys,33.144137494268485,171568742953.208,Passeriformes,Aegithalidae,Aegithalos_leucogenys,Aegithalos_leucogenys,5,8,6,8,N,NA,altricial,land,6.324555320336757,6.928203230275509
Aegithalos niveogularis,31.95574813350589,180594845808.166,Passeriformes,Aegithalidae,Aegithalos_niveogularis,Aegithalos_niveogularis,4,4,7.8,7.8,N,NA,altricial,land,4,7.800000000000002
Aegithina tiphia,15.592621724096766,6308112652855.18,Passeriformes,Aegithinidae,Aegithina_tiphia,Aegithina_tiphia,2,4,12,17,N,NA,altricial,land,2.82842712474619,14.282856857085704
Aegolius acadicus,46.68201794070169,5673353457248.98,Strigiformes,Strigidae,Aegolius_acadicus,Aegolius_acadicus,4,7,47,162,N,NA,altricial,land,5.2915026221291805,87.25823743349393
Aegolius funereus,57.113308802178736,23547341763913.7,Strigiformes,Strigidae,Aegolius_funereus,Aegolius_funereus,1,10,93,215,N,NA,altricial,land,3.1622776601683795,141.4036774627873
Aegolius harrisii,-22.61082379381622,1098164600252.1,Strigiformes,Strigidae,Aegolius_harrisii,Aegolius_harrisii,3,3,104,155,N,NA,altricial,land,3.0000000000000004,126.96456198483102
Aegotheles albertisi,-6.498505084287534,94863878763.8665,Caprimulgiformes,Aegothelidae,Aegotheles_albertisi,Aegotheles_albertisi,1,1,36,40,Y,NA,altricial,land,1,37.94733192202056
Aegotheles cristatus,-25.68074071545526,7683332789638.25,Caprimulgiformes,Aegothelidae,Aegotheles_cristatus,Aegotheles_cristatus,2,5,35,65,N,NA,altricial,land,3.162277660168379,47.69696007084728
Aegypius monachus,41.6218998641671,7701458023806.1,Accipitriformes,Accipitridae,Aegypius_monachus,Aegypius_monachus,1,2,7000,12500,N,migratory,altricial,land,1.414213562373095,9354.143466934844
Aerodramus bartschi,13.75480886308169,545066690.385538,Caprimulgiformes,Apodidae,Aerodramus_bartschi,Collocalia_bartschi,1,1,7,8,Y,NA,altricial,land,1,7.483314773547881
Aerodramus brevirostris,26.622345513438912,2186701766508.72,Caprimulgiformes,Apodidae,Aerodramus_brevirostris,Collocalia_brevirostris,2,2,13,13,N,NA,altricial,land,2,13
Aerodramus elaphrus,-4.663111506079462,103210091.960897,Caprimulgiformes,Apodidae,Aerodramus_elaphrus,Collocalia_elaphra,1,1,11,11,Y,NA,altricial,land,1,11.000000000000002
Aerodramus francicus,-20.7671971777413,4272029809.87426,Caprimulgiformes,Apodidae,Aerodramus_francicus,Collocalia_francica,1,2,8,14,Y,NA,altricial,land,1.414213562373095,10.583005244258361
Aerodramus fuciphagus,0.8819858302514195,1609133924190.25,Caprimulgiformes,Apodidae,Aerodramus_fuciphagus,Collocalia_fuciphaga,2,2,9,15,Y,NA,altricial,land,2,11.618950038622252
Aerodramus maximus,1.136900677051314,1040903155058.49,Caprimulgiformes,Apodidae,Aerodramus_maximus,Collocalia_maxima,1,1,14,20,Y,NA,altricial,land,1,16.733200530681508
Aerodramus salangana,0.08324088848368749,473454303014.288,Caprimulgiformes,Apodidae,Aerodramus_salangana,Collocalia_salangana,1,2,11,11,Y,NA,altricial,land,1.414213562373095,11.000000000000002
Aerodramus spodiopygius,-11.07737328070379,124145521296.289,Caprimulgiformes,Apodidae,Aerodramus_spodiopygius,Collocalia_spodiopygia,1,2,6,9,Y,NA,altricial,land,1.414213562373095,7.3484692283495345
Aerodramus terraereginae,-17.006547475206588,84763949144.1798,Caprimulgiformes,Apodidae,Aerodramus_terraereginae,Collocalia_terraereginae,1,1,9,9,N,NA,altricial,land,1,9.000000000000002
Aerodramus vanikorensis,-1.6934307751936617,1172516068259.62,Caprimulgiformes,Apodidae,Aerodramus_vanikorensis,Collocalia_vanikorensis,1,2,7,13,Y,NA,altricial,land,1.414213562373095,9.539392014169454
Aeronautes saxatalis,33.597907431951946,4087891340695.93,Caprimulgiformes,Apodidae,Aeronautes_saxatalis,Aeronautes_saxatalis,3,6,31,31,N,migratory,altricial,land,4.242640687119285,31
Aethia cristatella,59.40487839331759,66720164424.7026,Charadriiformes,Alcidae,Aethia_cristatella,Aethia_cristatella,1,1,211,322,Y,migratory,precocial,sea,1,260.6568625607239
Aethia psittacula,57.08875400537111,19354592627.5795,Charadriiformes,Alcidae,Aethia_psittacula,Aethia_psittacula,1,1,238,304,N,migratory,precocial,sea,1,268.98327085527103
Aethia pusilla,59.85019503704457,239078821.605979,Charadriiformes,Alcidae,Aethia_pusilla,Aethia_pusilla,1,1,77,101,Y,migratory,precocial,sea,1,88.18730067305607
Aethia pygmaea,53.88877033562986,593007897.478579,Charadriiformes,Alcidae,Aethia_pygmaea,Aethia_pygmaea,1,1,105,150,Y,NA,precocial,sea,1,125.49900398011135
Aethopyga christinae,19.19654484387709,33109015942.212,Passeriformes,Nectariniidae,Aethopyga_christinae,Aethopyga_christinae,2,4,4.7,5.9,N,NA,altricial,land,2.82842712474619,5.265928218272634
Aethopyga siparaja,14.452497565466963,4863326965899.08,Passeriformes,Nectariniidae,Aethopyga_siparaja,Aethopyga_siparaja,1,3,4.8,9,N,NA,altricial,land,1.7320508075688774,6.572670690061994
Afropavo congensis,-1.2001120989027587,697505340999.224,Galliformes,Phasianidae,Afropavo_congensis,Afropavo_congensis,2,3,1135,1475,N,NA,precocial,land,2.449489742783178,1293.8798244041059
Afrotis afra,-32.85587578967431,172239408529.562,Otidiformes,Otididae,Eupodotis_afra,Eupodotis_afra,1,2,700,700,N,NA,precocial,land,1.414213562373095,699.9999999999998
Afrotis afraoides,-25.211777301100412,1934104355117.65,Otidiformes,Otididae,Eupodotis_afraoides,Eupodotis_afraoides,1,3,700,700,N,NA,precocial,land,1.7320508075688774,699.9999999999998
Agapornis canus,-19.079143304682766,409402734572.061,Psittaciformes,Psittaculidae,Agapornis_canus,Agapornis_canus,3,6,25,31.5,Y,NA,altricial,land,4.242640687119285,28.062430400804548
Agapornis fischeri,-3.020820198145293,133888773246.165,Psittaciformes,Psittaculidae,Agapornis_fischeri,Agapornis_fischeri,3,8,42,58,N,NA,altricial,land,4.898979485566356,49.355850717012274
Agapornis lilianae,-11.770341511927846,211312183364.775,Psittaciformes,Psittaculidae,Agapornis_lilianae,Agapornis_lilianae,3,8,28,37,N,NA,altricial,land,4.898979485566356,32.186953878862155
Agapornis nigrigenis,-16.8569374219949,14343600966.476,Psittaciformes,Psittaculidae,Agapornis_nigrigenis,Agapornis_nigrigenis,3,8,38,43,N,NA,altricial,land,4.898979485566356,40.42276586281546
Agapornis personatus,-5.9367432722265425,203563997221.044,Psittaciformes,Psittaculidae,Agapornis_personatus,Agapornis_personatus,3,8,43,47,N,NA,altricial,land,4.898979485566356,44.95553358597805
Agapornis pullarius,4.697442457218338,2649077572732.58,Psittaciformes,Psittaculidae,Agapornis_pullarius,Agapornis_pullarius,3,7,29,50,N,NA,altricial,land,4.58257569495584,38.07886552931954
Agapornis roseicollis,-20.62184123810073,455459114336.062,Psittaciformes,Psittaculidae,Agapornis_roseicollis,Agapornis_roseicollis,4,6,43,63,N,NA,altricial,land,4.898979485566356,52.04805471869243
Agapornis taranta,9.877229532180454,407732603949.686,Psittaciformes,Psittaculidae,Agapornis_taranta,Agapornis_taranta,5,5,49,66,N,NA,altricial,land,4.999999999999999,56.86826883245172
Agelaioides badius,-27.749565661094348,3730456109063.01,Passeriformes,Icteridae,Agelaioides_badius,Agelaioides_badius,3,5,41.4,46.6,N,NA,altricial,land,3.872983346207417,43.92311464365886
Agelaius humeralis,21.563920406637404,106952370330.425,Passeriformes,Icteridae,Agelaius_humeralis,Agelaius_humeralis,3,4,34.5,38.3,Y,NA,altricial,land,3.464101615137755,36.35037826488193
Agelaius phoeniceus,44.78624847471491,13644806141928.8,Passeriformes,Icteridae,Agelaius_phoeniceus,Agelaius_phoeniceus,2,4,30,75,N,migratory,altricial,land,2.82842712474619,47.434164902525694
Agelaius tricolor,36.7831382087306,112731384206.586,Passeriformes,Icteridae,Agelaius_tricolor,Agelaius_tricolor,2,5,40,75,N,migratory,altricial,land,3.162277660168379,54.77225575051659
Agelaius xanthomus,18.02756822714092,154538449.465251,Passeriformes,Icteridae,Agelaius_xanthomus,Agelaius_xanthomus,2,4,35.5,41.4,Y,NA,altricial,land,2.82842712474619,38.33666652175174
Agelastes meleagrides,6.4178283030096175,68753369726.1136,Galliformes,Numididae,Agelastes_meleagrides,Agelastes_meleagrides,12,12,815,815,N,NA,precocial,land,12,815.0000000000001
Agelasticus cyanopus,-20.034665004788373,2861623369953.09,Passeriformes,Icteridae,Agelasticus_cyanopus,Agelasticus_cyanopus,3,3,37.4,40.6,N,NA,altricial,land,3.0000000000000004,38.96716566546763
Agelasticus thilius,-33.987911494927104,2220656357944.53,Passeriformes,Icteridae,Agelasticus_thilius,Agelasticus_thilius,2,4,28.8,33.5,N,NA,altricial,land,2.82842712474619,31.06122985330749
Agelasticus xanthophthalmus,-11.926091957093782,9690534179.269,Passeriformes,Icteridae,Agelasticus_xanthophthalmus,Agelasticus_xanthophthalmus,2,2,43,43,N,NA,altricial,land,2,43
Aglaeactis cupripennis,-4.0758976212798705,224852988961.766,Caprimulgiformes,Trochilidae,Aglaeactis_cupripennis,Aglaeactis_cupripennis,2,2,6.9,8.1,N,NA,altricial,land,2,7.475961476626268
Aglaiocercus coelestis,1.5957232223042974,28060087539.7657,Caprimulgiformes,Trochilidae,Aglaiocercus_coelestis,Aglaiocercus_coelestis,2,2,4.6,5.2,N,NA,altricial,land,2,4.890807704254993
Aglaiocercus kingii,-2.034829253822062,267748933341.496,Caprimulgiformes,Trochilidae,Aglaiocercus_kingii,Aglaiocercus_kingi,2,2,4.5,6,N,NA,altricial,land,2,5.196152422706632
Agricola infuscatus,-25.17896660157192,1446287202163.19,Passeriformes,Muscicapidae,Agricola_infuscatus,Bradornis_infuscatus,2,3,37,39,N,NA,altricial,land,2.449489742783178,37.98683982644516
Agricola pallidus,-3.1584656825732296,9103303948705.05,Passeriformes,Muscicapidae,Agricola_pallidus,Bradornis_pallidus,2,4,16.5,28,N,NA,altricial,land,2.82842712474619,21.494185260204674
Agropsar philippensis,40.374691009789686,201634625116.038,Passeriformes,Sturnidae,Agropsar_philippensis,Sturnus_philippensis,5,5,50,50,Y,migratory,altricial,land,4.999999999999999,49.99999999999999
Agropsar sturninus,44.55035963257041,3277322790744.44,Passeriformes,Sturnidae,Agropsar_sturninus,Sturnus_sturninus,3,7,100,100,N,migratory,altricial,land,4.58257569495584,100.00000000000004
Ailuroedus crassirostris,-29.329974694885955,207154380874.015,Passeriformes,Ptilonorhynchidae,Ailuroedus_crassirostris,Ailuroedus_crassirostris,1,3,167,289,N,NA,altricial,land,1.7320508075688774,219.6884157164414
Ailuroedus melanotis,-9.315435012062697,165292379686.401,Passeriformes,Ptilonorhynchidae,Ailuroedus_melanotis,Ailuroedus_melanotis,1,2,141,242,N,NA,altricial,land,1.414213562373095,184.72141186121337
Aimophila rufescens,19.84658368723252,615602214135.028,Passeriformes,Passerelidae,Aimophila_rufescens,Aimophila_rufescens,2,4,34.1,47.9,N,NA,altricial,land,2.82842712474619,40.415219905377235
Aimophila ruficeps,29.217058896808588,1183970751911.45,Passeriformes,Passerelidae,Aimophila_ruficeps,Aimophila_ruficeps,2,5,15.8,21,N,NA,altricial,land,3.162277660168379,18.215378118501956
Aix galericulata,45.6151082802296,1892410795846.15,Anseriformes,Anatidae,Aix_galericulata,Aix_galericulata,7,14,428,693,N,migratory,precocial,land,9.899494936611664,544.6136245082379
Akletos goeldii,-10.570634335248084,342175604261.246,Passeriformes,Thamnophilidae,Akletos_goeldii,Myrmeciza_goeldii,1,2,42,42,N,NA,altricial,land,1.414213562373095,42.00000000000001
Akletos melanoceps,-3.4826394819382704,1321301008843.74,Passeriformes,Thamnophilidae,Akletos_melanoceps,Myrmeciza_melanoceps,2,2,36,40,N,NA,altricial,land,2,37.94733192202056
Alaemon alaudipes,25.061258853156172,10458321449755,Passeriformes,Alaudidae,Alaemon_alaudipes,Alaemon_alaudipes,2,4,30,51,N,NA,altricial,land,2.82842712474619,39.11521443121589
Alauda arvensis,53.409937820039616,25918578508754.5,Passeriformes,Alaudidae,Alauda_arvensis,Alauda_arvensis,3,5,17,43,N,migratory,altricial,land,3.872983346207417,27.037011669191557
Alauda gulgula,27.610364340643923,11857003461527.1,Passeriformes,Alaudidae,Alauda_gulgula,Alauda_gulgula,2,5,24,30,N,migratory,altricial,land,3.162277660168379,26.832815729997478
Alaudala rufescens,41.63282734584984,11401957066457.4,Passeriformes,Alaudidae,Alaudala_rufescens,Calandrella_rufescens,2,6,20,27,N,migratory,altricial,land,3.464101615137755,23.237900077244497
Alca torda,63.812026497138326,324267211596.32,Charadriiformes,Alcidae,Alca_torda,Alca_torda,1,1,505,730,N,migratory,precocial,sea,1,607.1655457945556
Alcedo atthis,39.591331320504274,24851421626678.9,Coraciiformes,Alcedinidae,Alcedo_atthis,Alcedo_atthis,3,10,19,46,N,migratory,altricial,land,5.477225575051663,29.563490998188964
