binomial,latitude,area,order,family,ebird_name,treelabels,clumin,clumax,bodmin,bodmax,is,migratory,mode,land,clu_geom,mass_geom
Carpospiza brachydactyla,32.99228701465272,1570612022525.58,Passeriformes,Passeridae,Carpospiza_brachydactyla,Petronia_brachydactyla,3,6,21,25,N,migratory,altricial,land,4.242640687119285,22.9128784747792
Carterornis leucotis,-22.044631011443386,309212558174.461,Passeriformes,Monarchidae,Carterornis_leucotis,Monarcha_leucotis,2,3,10,17.5,N,NA,altricial,land,2.449489742783178,13.228756555322956
Caryothraustes canadensis,-0.7357744119024053,2634438778644.85,Passeriformes,Cardinalidae,Caryothraustes_canadensis,Caryothraustes_canadensis,2,2,31,36,N,NA,altricial,land,2,33.40658617698013
Caryothraustes celaeno,22.521777087786436,126869754053.478,Passeriformes,Cardinalidae,Rhodothraupis_celaeno,Rhodothraupis_celaeno,2,3,60,60,N,NA,altricial,land,2.449489742783178,59.999999999999986
Caryothraustes poliogaster,15.65046453044428,315528922080.908,Passeriformes,Cardinalidae,Caryothraustes_poliogaster,Caryothraustes_poliogaster,3,3,53.1,53.1,N,NA,altricial,land,3.0000000000000004,53.10000000000001
Cassiculus melanicterus,20.380808455766186,229223462940.668,Passeriformes,Icteridae,Cassiculus_melanicterus,Cacicus_melanicterus,2,4,69.9,96.3,N,NA,altricial,land,2.82842712474619,82.04492671701274
Casuarius bennetti,-5.069499295696286,394003188842.787,Casuariiformes,Casuariidae,Casuarius_bennetti,Casuarius_bennetti,3,5,17600,17600,Y,NA,precocial,land,3.872983346207417,17599.999999999985
Casuarius casuarius,-6.965813923265838,371007826322.624,Casuariiformes,Casuariidae,Casuarius_casuarius,Casuarius_casuarius,3,8,29000,58000,N,NA,precocial,land,4.898979485566356,41012.193308819806
Catamenia analis,-21.570140260847353,1027720640862.04,Passeriformes,Thraupidae,Catamenia_analis,Catamenia_analis,2,3,10.3,16.6,N,NA,altricial,land,2.449489742783178,13.075932089147603
Catharacta antarctica,-54.00208381947427,89909811794.9471,Charadriiformes,Stercorariidae,Stercorarius_antarcticus,Catharacta_antarctica,1,2,1200,2100,N,migratory,precocial,sea,1.414213562373095,1587.4507866387544
Catharacta chilensis,-48.85892904112235,240605791417.302,Charadriiformes,Stercorariidae,Stercorarius_chilensis,Catharacta_chilensis,1,2,1100,1700,N,migratory,precocial,sea,1.414213562373095,1367.4794331177332
Catharacta maccormicki,-69.83020470442042,80371879903.9365,Charadriiformes,Stercorariidae,Stercorarius_maccormicki,Catharacta_maccormicki,1,2,900,1600,N,migratory,precocial,sea,1.414213562373095,1200
Catharacta skua,66.0915725373603,12939446296.7717,Charadriiformes,Stercorariidae,Stercorarius_skua,Catharacta_skua,1,2,1100,1700,N,migratory,precocial,sea,1.414213562373095,1367.4794331177332
Cathartes aura,6.754941121700091,28045101770710.1,Cathartiformes,Cathartidae,Cathartes_aura,Cathartes_aura,1,3,1430,2046,N,migratory,altricial,land,1.7320508075688774,1710.491157533414
Cathartes burrovianus,-10.505163100240372,7823296619601.24,Cathartiformes,Cathartidae,Cathartes_burrovianus,Cathartes_burrovianus,2,2,820,1272,N,NA,altricial,land,2,1021.2932977357674
Cathartes melambrotus,-3.8225226386114817,6642285996711.02,Cathartiformes,Cathartidae,Cathartes_melambrotus,Cathartes_melambrotus,2,2,1300,1750,N,NA,altricial,land,2,1508.3103128998355
Catharus aurantiirostris,17.318324550097756,673542521256.606,Passeriformes,Turdidae,Catharus_aurantiirostris,Catharus_aurantiirostris,2,3,21,32,N,NA,altricial,land,2.449489742783178,25.92296279363144
Catharus bicknelli,47.44284261616217,37949453661.1224,Passeriformes,Turdidae,Catharus_bicknelli,Catharus_bicknelli,2,4,20.5,37,N,migratory,altricial,land,2.82842712474619,27.54087870784083
Catharus dryas,15.314218301300794,88086158358.3252,Passeriformes,Turdidae,Catharus_dryas,Catharus_dryas,2,2,36,44,N,NA,altricial,land,2,39.79949748426478
Catharus fuscater,-4.029825064446399,313318356371.183,Passeriformes,Turdidae,Catharus_fuscater,Catharus_fuscater,1,2,30.5,38,N,NA,altricial,land,1.414213562373095,34.044089061098404
Catharus fuscescens,47.1492341428887,3669765040759.84,Passeriformes,Turdidae,Catharus_fuscescens,Catharus_fuscescens,2,5,36.7,44.3,N,migratory,altricial,land,3.162277660168379,40.321334303318885
Catharus gracilirostris,9.399388825169456,3827252434.95593,Passeriformes,Turdidae,Catharus_gracilirostris,Catharus_gracilirostris,2,2,20.3,20.3,N,NA,altricial,land,2,20.3
Catharus guttatus,51.491739645962625,8330059460091.55,Passeriformes,Turdidae,Catharus_guttatus,Catharus_guttatus,3,6,27,37,N,migratory,altricial,land,4.242640687119285,31.606961258558208
Catharus mexicanus,16.51249551798579,143211082819.274,Passeriformes,Turdidae,Catharus_mexicanus,Catharus_mexicanus,2,3,30,30,N,NA,altricial,land,2.449489742783178,30.000000000000004
Catharus minimus,62.04218725212261,5058568282196.51,Passeriformes,Turdidae,Catharus_minimus,Catharus_minimus,3,5,22.7,35.3,N,migratory,altricial,land,3.872983346207417,28.307419522097035
Catharus occidentalis,22.30599637614586,417881835516.361,Passeriformes,Turdidae,Catharus_occidentalis,Catharus_occidentalis,2,3,22,36.9,N,NA,altricial,land,2.449489742783178,28.49210416940105
Catharus ustulatus,49.26669589795268,474970821195.974,Passeriformes,Turdidae,Catharus_ustulatus,Catharus_ustulatus,1,5,25.4,37.8,N,migratory,altricial,land,2.23606797749979,30.985803200820854
Catherpes mexicanus,35.08123155246501,4295134900320.83,Passeriformes,Troglodytidae,Catherpes_mexicanus,Catherpes_mexicanus,3,6,9.9,16.5,N,NA,altricial,land,4.242640687119285,12.780845042484476
Catreus wallichii,31.39848627957197,148666548148.654,Galliformes,Phasianidae,Catreus_wallichii,Catreus_wallichi,8,14,900,1800,N,NA,precocial,land,10.583005244258361,1272.7922061357858
Ceblepyris caesius,-7.893852778919893,903638468653.271,Passeriformes,Campephagidae,Coracina_caesia,Coracina_caesia,1,2,40,66,N,NA,altricial,land,1.414213562373095,51.380930314660496
Ceblepyris cinereus,-19.164386276683366,412510167572.116,Passeriformes,Campephagidae,Coracina_cinerea,Coracina_cinerea,1,2,35,55,Y,NA,altricial,land,1.414213562373095,43.87482193696062
Ceblepyris pectoralis,-3.995450745765685,6107740047969.25,Passeriformes,Campephagidae,Coracina_pectoralis,Coracina_pectoralis,1,2,49,58,N,NA,altricial,land,1.414213562373095,53.31041174104734
Cecropis abyssinica,-3.107813211881758,13661031828788.3,Passeriformes,Hirundinidae,Cecropis_abyssinica,Hirundo_abyssinica,2,4,16,27,N,migratory,altricial,land,2.82842712474619,20.78460969082653
Cecropis cucullata,-26.30690138224068,1979734678967.51,Passeriformes,Hirundinidae,Cecropis_cucullata,Hirundo_cucullata,2,4,19,35,N,migratory,altricial,land,2.82842712474619,25.787593916455243
Cecropis daurica,29.531050076363503,18658740180294.1,Passeriformes,Hirundinidae,Cecropis_daurica,Hirundo_daurica,2,7,19,30,N,migratory,altricial,land,3.741657386773941,23.87467277262665
Cecropis semirufa,-3.970823756293151,8901519298607.15,Passeriformes,Hirundinidae,Cecropis_semirufa,Hirundo_semirufa,1,6,25,40,N,migratory,altricial,land,2.449489742783178,31.62277660168379
Celeus elegans,-3.6572813017402783,6499466827520.79,Piciformes,Picidae,Celeus_elegans,Celeus_elegans,3,3,93,168,N,NA,altricial,land,3.0000000000000004,124.99599993599796
Centrocercus minimus,38.427842852065176,9683316946.78705,Galliformes,Phasianidae,Centrocercus_minimus,Centrocercus_minimus,3,10,900,2400,N,NA,precocial,land,5.477225575051663,1469.6938456699065
Centrocercus urophasianus,43.60687986944395,1315889138819.74,Galliformes,Phasianidae,Centrocercus_urophasianus,Centrocercus_urophasianus,6,10,1000,2900,N,NA,precocial,land,7.745966692414836,1702.9386365926393
Centropus ateralbus,-5.235663093119194,38958194445.217,Cuculiformes,Cuculidae,Centropus_ateralbus,Centropus_ateralbus,2,3,330,342,Y,NA,altricial,land,2.449489742783178,335.9464243000659
Centropus bengalensis,14.845800350015676,5955362384577.2,Cuculiformes,Cuculidae,Centropus_bengalensis,Centropus_bengalensis,2,4,79,290,N,NA,altricial,land,2.82842712474619,151.36049682793717
Centropus bernsteini,-4.702176385165731,509771443072.268,Cuculiformes,Cuculidae,Centropus_bernsteini,Centropus_bernsteini,2,2,140,180,Y,NA,altricial,land,2,158.7450786638754
Centropus cupreicaudus,-12.272466473939616,1750330636023.94,Cuculiformes,Cuculidae,Centropus_cupreicaudus,Centropus_cupreicaudus,2,4,272,299,N,NA,altricial,land,2.82842712474619,285.1806445044966
Centropus grillii,-2.3760424053620066,8520325042170.97,Cuculiformes,Cuculidae,Centropus_grillii,Centropus_grillii,3,6,100,151,N,NA,altricial,land,4.242640687119285,122.88205727444505
Centropus leucogaster,5.953441292486617,1327146499487.3,Cuculiformes,Cuculidae,Centropus_leucogaster,Centropus_leucogaster,2,2,293,336,N,NA,altricial,land,2,313.76424270461405
Centropus monachus,4.122148829799693,2912850509384.55,Cuculiformes,Cuculidae,Centropus_monachus,Centropus_monachus,3,3,171,237,N,NA,altricial,land,3.0000000000000004,201.31318883769148
Centropus phasianinus,-17.707551569352376,2643540288744.59,Cuculiformes,Cuculidae,Centropus_phasianinus,Centropus_phasianinus,2,7,205,495,N,NA,altricial,land,3.741657386773941,318.55140872392957
Centropus rectunguis,0.46446049111751825,1088261741804.97,Cuculiformes,Cuculidae,Centropus_rectunguis,Centropus_rectunguis,2,2,160,238,N,NA,altricial,land,2,195.14097468240757
Centropus senegalensis,3.6864524881714984,9868136515760.14,Cuculiformes,Cuculidae,Centropus_senegalensis,Centropus_senegalensis,2,5,169,171,N,NA,altricial,land,3.162277660168379,169.99705879808624
Centropus sinensis,17.971970036458014,7874576362260.03,Cuculiformes,Cuculidae,Centropus_sinensis,Centropus_sinensis,2,4,208,380,N,NA,altricial,land,2.82842712474619,281.1405342528894
Centropus superciliosus,-7.476852160565577,7283955608155.4,Cuculiformes,Cuculidae,Centropus_superciliosus,Centropus_superciliosus,3,6,160,180,N,NA,altricial,land,4.242640687119285,169.70562748477138
Centropus toulou,-19.39650903258033,587386853948.3,Cuculiformes,Cuculidae,Centropus_toulou,Centropus_toulou,2,3,117,189,Y,NA,altricial,land,2.449489742783178,148.70440477672477
Centropus violaceus,-5.227431060811737,36838927310.2015,Cuculiformes,Cuculidae,Centropus_violaceus,Centropus_violaceus,3,3,500,500,Y,NA,altricial,land,3.0000000000000004,499.99999999999983
Centropus viridis,11.88583446757398,263468122872.546,Cuculiformes,Cuculidae,Centropus_viridis,Centropus_viridis,3,3,113,218,Y,NA,altricial,land,3.0000000000000004,156.95222202950808
Cephalopterus ornatus,-5.217085940069831,5506150666377.03,Passeriformes,Cotingidae,Cephalopterus_ornatus,Cephalopterus_ornatus,1,1,380,380,N,NA,altricial,land,1,380.00000000000006
Cepphus carbo,54.62098728180292,350399603003.339,Charadriiformes,Alcidae,Cepphus_carbo,Cepphus_carbo,1,2,490,490,N,migratory,precocial,sea,1.414213562373095,489.99999999999983
Cepphus columba,57.52520466408512,538415412073.12,Charadriiformes,Alcidae,Cepphus_columba,Cepphus_columba,1,2,462,530,N,migratory,precocial,sea,1.414213562373095,494.8333052655206
Cepphus grylle,68.64284807624547,118986290703.591,Charadriiformes,Alcidae,Cepphus_grylle,Cepphus_grylle,1,2,376.1,380.1,N,migratory,precocial,sea,1.414213562373095,378.0947103570744
Ceratogymna atrata,0.3030021502273355,2275127073112.89,Bucerotiformes,Bucerotidae,Ceratogymna_atrata,Ceratogymna_atrata,1,2,907,1600,N,NA,altricial,land,1.414213562373095,1204.6576277100473
Ceratopipra erythrocephala,2.002409129071824,3451643713985.75,Passeriformes,Pipridae,Ceratopipra_erythrocephala,Pipra_erythrocephala,1,2,12,14,N,NA,altricial,land,1.414213562373095,12.961481396815719
Ceratopipra mentalis,12.985087292250068,553203626571.255,Passeriformes,Pipridae,Ceratopipra_mentalis,Pipra_mentalis,2,2,12.2,18.8,N,NA,altricial,land,2,15.144636014114038
Ceratopipra rubrocapilla,-7.879110803165756,3385366478393.83,Passeriformes,Pipridae,Ceratopipra_rubrocapilla,Pipra_rubrocapilla,2,2,10.9,16.6,N,NA,altricial,land,2,13.451393979807444
Cercomacra melanaria,-16.869913435922353,442324157264.157,Passeriformes,Thamnophilidae,Cercomacra_melanaria,Cercomacra_melanaria,2,2,18.5,19.5,N,NA,altricial,land,2,18.993419913222578
Cercomacra nigricans,6.854518338550848,542959110585.522,Passeriformes,Thamnophilidae,Cercomacra_nigricans,Cercomacra_nigricans,2,2,15,17.5,N,NA,altricial,land,2,16.20185174601965
Cercomacroides laeta,-1.5046374129591458,390045372959.982,Passeriformes,Thamnophilidae,Cercomacroides_laeta,Cercomacra_laeta,2,2,15,17,N,NA,altricial,land,2,15.96871942267131
Cercomacroides serva,-6.760831912380405,1344617261069.2,Passeriformes,Thamnophilidae,Cercomacroides_serva,Cercomacra_serva,2,2,15,17,N,NA,altricial,land,2,15.96871942267131
Cercomacroides tyrannina,4.154669845408281,3162241252918.95,Passeriformes,Thamnophilidae,Cercomacroides_tyrannina,Cercomacra_tyrannina,2,2,15,19,N,NA,altricial,land,2,16.881943016134134
Cercotrichas galactotes,28.19478487228653,9216022941209.99,Passeriformes,Muscicapidae,Cercotrichas_galactotes,Erythropygia_galactotes,3,6,20,28,N,migratory,altricial,land,4.242640687119285,23.66431913239846
Cercotrichas hartlaubi,1.8668725879269277,612006010689.765,Passeriformes,Muscicapidae,Cercotrichas_hartlaubi,Erythropygia_hartlaubi,2,4,17,20,N,NA,altricial,land,2.82842712474619,18.439088914585778
Cercotrichas leucophrys,-9.601211616039423,8118318440605.53,Passeriformes,Muscicapidae,Cercotrichas_leucophrys,Erythropygia_leucophrys,2,4,13,20,N,NA,altricial,land,2.82842712474619,16.1245154965971
Cercotrichas paena,-22.43479863174321,1908879254322.06,Passeriformes,Muscicapidae,Cercotrichas_paena,Erythropygia_paena,2,4,17,23,N,NA,altricial,land,2.82842712474619,19.77371993328519
Cercotrichas podobe,15.696359927630906,3788265186622.4,Passeriformes,Muscicapidae,Cercotrichas_podobe,Cercotrichas_podobe,2,4,24,27,N,migratory,altricial,land,2.82842712474619,25.455844122715707
Cereopsis novaehollandiae,-36.01720172067439,552100763926.502,Anseriformes,Anatidae,Cereopsis_novaehollandiae,Cereopsis_novaehollandiae,4,5,3170,5100,N,NA,precocial,land,4.472135954999579,4020.8208117248964
Cerorhinca monocerata,52.74436342843804,8429857422.78995,Charadriiformes,Alcidae,Cerorhinca_monocerata,Cerorhinca_monocerata,1,1,389,616,N,migratory,precocial,sea,1,489.514044742334
Certhia americana,45.92614384610755,6498780777093.59,Passeriformes,Certhiidae,Certhia_americana,Certhia_americana,5,6,7,9.5,N,NA,altricial,land,5.47722557505166,8.154753215150045
Certhia brachydactyla,44.93232380475188,3182061782890.99,Passeriformes,Certhiidae,Certhia_brachydactyla,Certhia_brachydactyla,4,9,7.5,11,N,NA,altricial,land,6,9.082951062292477
Certhia familiaris,52.05396538751901,15867721022575.1,Passeriformes,Certhiidae,Certhia_familiaris,Certhia_familiaris,2,9,7.8,10,N,NA,altricial,land,4.242640687119286,8.831760866327851
Certhia himalayana,32.863443746806745,690802931198.953,Passeriformes,Certhiidae,Certhia_himalayana,Certhia_himalayana,4,6,7.8,10.3,N,NA,altricial,land,4.898979485566356,8.963258336118626
Certhia hodgsoni,30.069471031436077,539884479268.366,Passeriformes,Certhiidae,Certhia_hodgsoni,Certhia_hodgsoni,4,4,7.6,12,N,NA,altricial,land,4,9.54986910905066
Certhia manipurensis,22.88277135331743,121319922518.382,Passeriformes,Certhiidae,Certhia_manipurensis,Certhia_manipurensis,3,4,9,11,N,NA,altricial,land,3.464101615137755,9.949874371066203
Certhia nipalensis,28.232003264887208,88988335227.2499,Passeriformes,Certhiidae,Certhia_nipalensis,Certhia_nipalensis,2,2,8,12,N,NA,altricial,land,2,9.797958971132712
Certhiaxis cinnamomeus,-13.301872384522207,8338975835112.06,Passeriformes,Furnariidae,Certhiaxis_cinnamomeus,Certhiaxis_cinnamomeus,2,5,13,17,N,NA,altricial,land,3.162277660168379,14.86606874731851
Certhidea olivacea,-0.5331862403560014,6344532527.67631,Passeriformes,Thraupidae,Certhidea_olivacea,Certhidea_olivacea,4,4,8,12,Y,NA,altricial,land,4,9.797958971132712
Certhilauda chuana,-25.50670935210548,127491599553.97,Passeriformes,Alaudidae,Certhilauda_chuana,Certhilauda_chuana,2,3,44,44,N,NA,altricial,land,2.449489742783178,43.99999999999999
Certhilauda curvirostris,-31.68763279803231,62292919560.6467,Passeriformes,Alaudidae,Certhilauda_curvirostris,Certhilauda_curvirostris,3,3,40,60,N,NA,altricial,land,3.0000000000000004,48.98979485566357
Certhilauda semitorquata,-29.317547801426652,468516869767.505,Passeriformes,Alaudidae,Certhilauda_semitorquata,Certhilauda_semitorquata,2,3,30,48,N,NA,altricial,land,2.449489742783178,37.94733192202056
Certhilauda subcoronata,-26.426212154385237,818577461038.316,Passeriformes,Alaudidae,Certhilauda_subcoronata,Certhilauda_subcoronata,2,3,32,55,N,NA,altricial,land,2.449489742783178,41.952353926806055
Certhionyx variegatus,-26.45171713525485,5117454229358.76,Passeriformes,Meliphagidae,Certhionyx_variegatus,Certhionyx_variegatus,1,3,22,34,N,NA,altricial,land,1.7320508075688774,27.34958866235469
Ceryle rudis,7.162264440900047,23823976522189.1,Coraciiformes,Alcedinidae,Ceryle_rudis,Ceryle_rudis,1,7,68,110,N,NA,altricial,land,2.6457513110645903,86.48699324175864
Cettia cetti,41.665777435523395,5266981771696.99,Passeriformes,Scotocercidae,Cettia_cetti,Cettia_cetti,2,5,8,18.5,N,migratory,altricial,land,3.162277660168379,12.165525060596437
Ceuthmochares aereus,-0.3683587700985651,3995128490103.28,Cuculiformes,Cuculidae,Ceuthmochares_aereus,Ceuthmochares_aereus,1,4,52,80,N,NA,altricial,land,2,64.49806198638838
Ceyx azureus,-20.90121900560971,3366210858988.32,Coraciiformes,Alcedinidae,Ceyx_azureus,Alcedo_azurea,4,7,29,35,N,NA,altricial,land,5.2915026221291805,31.85906464414798
Ceyx erithaca,9.025555436489972,3155692295608.12,Coraciiformes,Alcedinidae,Ceyx_erithaca,Ceyx_erithaca,3,7,14,21.5,N,migratory,altricial,land,4.58257569495584,17.34935157289747
Ceyx lepidus,-0.9900229724256432,41154500146.7265,Coraciiformes,Alcedinidae,Ceyx_lepidus,Ceyx_lepidus,2,2,11,24,Y,NA,altricial,land,2,16.248076809271918
Ceyx pusillus,-8.519728707224415,886605272605.241,Coraciiformes,Alcedinidae,Ceyx_pusillus,Alcedo_pusilla,3,5,10,15,N,NA,altricial,land,3.872983346207417,12.247448713915889
Chaetops frenatus,-33.58306346076945,65934623552.2632,Passeriformes,Chaetopidae,Chaetops_frenatus,Chaetops_frenatus,2,2,54,60,N,NA,altricial,land,2,56.9209978830308
Chaetura chapmani,-1.7200150584760276,4690688388264.47,Caprimulgiformes,Apodidae,Chaetura_chapmani,Chaetura_chapmani,2,3,21,28,N,migratory,altricial,land,2.449489742783178,24.24871130596428
Chaetura cinereiventris,-6.26083814138062,6094963836250.28,Caprimulgiformes,Apodidae,Chaetura_cinereiventris,Chaetura_cinereiventris,2,4,14,21,N,NA,altricial,land,2.82842712474619,17.146428199482244
Chaetura pelagica,40.90905306926994,5818174395824.57,Caprimulgiformes,Apodidae,Chaetura_pelagica,Chaetura_pelagica,2,7,17,30,N,migratory,altricial,land,3.741657386773941,22.583179581272425
Chaetura vauxi,36.99275586595541,2175935015134.58,Caprimulgiformes,Apodidae,Chaetura_vauxi,Chaetura_vauxi,3,7,15,22,N,migratory,altricial,land,4.58257569495584,18.165902124584957
Chalcomitra adelberti,7.104732853029357,910244325064.696,Passeriformes,Nectariniidae,Chalcomitra_adelberti,Nectarinia_adelberti,1,4,8.3,11,N,NA,altricial,land,2,9.555103348473004
Chalcomitra balfouri,12.513574379562028,3379234394.5015,Passeriformes,Nectariniidae,Chalcomitra_balfouri,Nectarinia_balfouri,1,3,8,15,Y,NA,altricial,land,1.7320508075688774,10.95445115010332
Chalcomitra senegalensis,-3.631495115153504,9417772990832.78,Passeriformes,Nectariniidae,Chalcomitra_senegalensis,Nectarinia_senegalensis,1,3,6.8,17.2,N,NA,altricial,land,1.7320508075688774,10.814804667676622
Chalcophaps indica,11.926367709552103,4635619228924.18,Columbiformes,Columbidae,Chalcophaps_indica,Chalcophaps_indica,2,2,89,171,N,NA,altricial,land,2,123.36531116971254
Chalcophaps stephani,-4.834107277552312,841142500046.75,Columbiformes,Columbidae,Chalcophaps_stephani,Chalcophaps_stephani,2,2,118,126,N,NA,altricial,land,2,121.93440859740947
Chalcopsitta atra,-1.819587992255893,74682369168.5323,Psittaciformes,Psittaculidae,Chalcopsitta_atra,Chalcopsitta_atra,2,2,260,260,Y,NA,altricial,land,2,259.99999999999994
Chalcostigma olivaceum,-13.29699780344168,65218726247.3823,Caprimulgiformes,Trochilidae,Chalcostigma_olivaceum,Chalcostigma_olivaceum,2,2,6.6,8.2,N,NA,altricial,land,2,7.356629663099808
Chalcostigma ruficeps,-11.97296144383821,123503392941.355,Caprimulgiformes,Trochilidae,Chalcostigma_ruficeps,Chalcostigma_ruficeps,2,2,3.3,3.8,N,NA,altricial,land,2,3.5411862419251543
Chalcostigma stanleyi,-10.132576863157148,120440270468.652,Caprimulgiformes,Trochilidae,Chalcostigma_stanleyi,Chalcostigma_stanleyi,2,2,4.6,6.2,N,NA,altricial,land,2,5.340411969127475
Chalybura buffonii,8.192594988152273,500689679057.708,Caprimulgiformes,Trochilidae,Chalybura_buffonii,Chalybura_buffonii,2,2,5.9,7.9,N,NA,altricial,land,2,6.827151675479315
Chamaea fasciata,38.15044152044853,244413636382.194,Passeriformes,Sylviidae,Chamaea_fasciata,Chamaea_fasciata,1,5,12.4,18,N,NA,altricial,land,2.23606797749979,14.939879517586478
Chamaepetes goudotii,-3.028494381909772,316282377589.542,Galliformes,Cracidae,Chamaepetes_goudotii,Chamaepetes_goudotii,2,3,550,800,N,NA,precocial,land,2.449489742783178,663.3249580710798
Chamaepetes unicolor,9.431803009259776,15572602778.4777,Galliformes,Cracidae,Chamaepetes_unicolor,Chamaepetes_unicolor,2,3,1135,1135,N,NA,precocial,land,2.449489742783178,1135.0000000000005
Chamaetylas choloensis,-15.483537142963169,4661033320.89301,Passeriformes,Muscicapidae,Chamaetylas_choloensis,Alethe_choloensis,3,3,41,41,N,NA,altricial,land,3.0000000000000004,41.00000000000001
Chamaetylas fuelleborni,-9.370968224022583,189048678673.487,Passeriformes,Muscicapidae,Chamaetylas_fuelleborni,Alethe_fuelleborni,2,3,42,58,N,NA,altricial,land,2.449489742783178,49.355850717012274
Chamaetylas poliocephala,2.787870463990791,1592545722973.1,Passeriformes,Muscicapidae,Chamaetylas_poliocephala,Alethe_poliocephala,1,3,22,38,N,NA,altricial,land,1.7320508075688774,28.91366458960192
Chamaetylas poliophrys,-2.0912535293475756,76094567596.5456,Passeriformes,Muscicapidae,Chamaetylas_poliophrys,Alethe_poliophrys,2,2,30,45,N,NA,altricial,land,2,36.74234614174768
Charadrius alexandrinus,40.94236698517265,13482288144865,Charadriiformes,Charadriidae,Charadrius_alexandrinus,Charadrius_alexandrinus,2,4,32,56,N,migratory,precocial,land,2.82842712474619,42.332020977033466
Charadrius alticola,-18.68566544976623,605273296454.174,Charadriiformes,Charadriidae,Charadrius_alticola,Charadrius_alticola,2,4,41,49,N,NA,precocial,land,2.82842712474619,44.82186966202993
Charadrius bicinctus,-41.80315687303102,260279653745.375,Charadriiformes,Charadriidae,Charadrius_bicinctus,Charadrius_bicinctus,2,4,47,89,Y,NA,precocial,land,2.82842712474619,64.67611614808047
Charadrius collaris,-10.792276323568474,15014621600816.4,Charadriiformes,Charadriidae,Charadrius_collaris,Charadrius_collaris,1,3,25.8,42,N,migratory,precocial,land,1.7320508075688774,32.91808013842849
Charadrius dubius,45.48839433047622,33518501420095.5,Charadriiformes,Charadriidae,Charadrius_dubius,Charadrius_dubius,3,5,26,53,N,migratory,precocial,land,3.872983346207417,37.12142238654118
Charadrius falklandicus,-45.2943688049126,776348032947.06,Charadriiformes,Charadriidae,Charadrius_falklandicus,Charadrius_falklandicus,2,4,62,72,N,migratory,precocial,land,2.82842712474619,66.81317235396027
Charadrius hiaticula,69.8425053592965,4421208957442.06,Charadriiformes,Charadriidae,Charadrius_hiaticula,Charadrius_hiaticula,3,5,42,78,N,migratory,precocial,land,3.872983346207417,57.236352085016755
Charadrius leschenaultii,44.17439284495634,5454011759386.71,Charadriiformes,Charadriidae,Charadrius_leschenaultii,Charadrius_leschenaultii,2,4,55,121,N,migratory,precocial,land,2.82842712474619,81.57818335805234
Charadrius marginatus,-6.110146182401558,4424938023283.43,Charadriiformes,Charadriidae,Charadrius_marginatus,Charadrius_marginatus,1,4,27,55,N,NA,precocial,land,2,38.53569773599539
Charadrius melodus,46.47612608838718,494587911294.78,Charadriiformes,Charadriidae,Charadrius_melodus,Charadrius_melodus,3,5,43,63.7,N,migratory,precocial,land,3.872983346207417,52.336411799052485
Charadrius modestus,-51.04180459975536,236467071940.931,Charadriiformes,Charadriidae,Charadrius_modestus,Charadrius_modestus,2,3,71,94,N,migratory,precocial,land,2.449489742783178,81.69455306200041
Charadrius mongolus,41.59153431924878,4706532470594.26,Charadriiformes,Charadriidae,Charadrius_mongolus,Charadrius_mongolus,2,3,39,110,N,migratory,precocial,land,2.449489742783178,65.49809157525127
Charadrius montanus,41.32226798190882,759250615620.081,Charadriiformes,Charadriidae,Charadrius_montanus,Charadrius_montanus,1,6,67,132.5,N,migratory,precocial,land,2.449489742783178,94.22048609511621
Charadrius ruficapillus,-27.118714646634093,4788015645513.39,Charadriiformes,Charadriidae,Charadrius_ruficapillus,Charadrius_ruficapillus,2,3,27,54,N,NA,precocial,land,2.449489742783178,38.18376618407357
Charadrius semipalmatus,64.37445819514227,4854603461705.99,Charadriiformes,Charadriidae,Charadrius_semipalmatus,Charadrius_semipalmatus,2,4,43,56,N,migratory,precocial,land,2.82842712474619,49.07137658554119
Charadrius vociferus,44.607646343396155,14702250422748.8,Charadriiformes,Charadriidae,Charadrius_vociferus,Charadrius_vociferus,4,8,75.6,121.8,N,migratory,precocial,land,5.656854249492379,95.95874113388525
Charadrius wilsonia,14.438713895864712,832418562013.575,Charadriiformes,Charadriidae,Charadrius_wilsonia,Charadrius_wilsonia,2,4,68.6,68.6,N,migratory,precocial,land,2.82842712474619,68.60000000000002
Charmosyna papou,-1.0129428232897888,9550654737.74176,Psittaciformes,Psittaculidae,Charmosyna_papou,Charmosyna_papou,2,2,74,113,Y,NA,altricial,land,2,91.44397191723465
Charmosyna placentis,-5.1321824901435935,801417477193.042,Psittaciformes,Psittaculidae,Charmosyna_placentis,Charmosyna_placentis,2,2,25,48,Y,NA,altricial,land,2,34.64101615137755
Charmosyna pulchella,-5.018117707800599,380673575404.983,Psittaciformes,Psittaculidae,Charmosyna_pulchella,Charmosyna_pulchella,1,2,24,35,Y,NA,altricial,land,1.414213562373095,28.982753492378876
Chasiempis sandwichensis,19.590035100121423,5748643736.23025,Passeriformes,Monarchidae,Chasiempis_sandwichensis,Chasiempis_sandwichensis,1,3,12.3,18.6,Y,NA,altricial,land,1.7320508075688774,15.12547519914664
Chauna torquata,-24.904420439852267,3826127949371.22,Anseriformes,Anhimidae,Chauna_torquata,Chauna_torquata,2,7,4400,4400,N,NA,altricial,land,3.741657386773941,4400.000000000004
